number,operon,start,end,gene,strand,direction
1480,GCF_002220635.1_ASM222063v1_genomic_operon_1,15655,16182,X-unknown,forward,1
1481,GCF_002220635.1_ASM222063v1_genomic_operon_1,16472,17869,X-unknown,forward,1
1482,GCF_002220635.1_ASM222063v1_genomic_operon_1,18339,18521,X-unknown,forward,1
1483,GCF_002220635.1_ASM222063v1_genomic_operon_1,19417,19593,X-unknown,forward,1
1484,GCF_002220635.1_ASM222063v1_genomic_operon_1,19609,20001,X-unknown,reverse,-1
1485,GCF_002220675.1_ASM222067v1_genomic_operon_1,20285,19887,X-unknown,forward,1
1486,GCF_002220675.1_ASM222067v1_genomic_operon_1,19837,18284,X-unknown,reverse,-1
1487,GCF_002220675.1_ASM222067v1_genomic_operon_1,17809,16571,X-unknown,reverse,-1
1488,GCF_002220675.1_ASM222067v1_genomic_operon_1,16371,16087,X-unknown,reverse,-1
1489,GCF_002220675.1_ASM222067v1_genomic_operon_1,15985,15065,X-unknown,reverse,-1
1490,GCF_002220675.1_ASM222067v1_genomic_operon_1,14658,13591,X-unknown,forward,1
1491,GCF_002220675.1_ASM222067v1_genomic_operon_1,13547,12969,X-unknown,reverse,-1
1492,GCF_002220675.1_ASM222067v1_genomic_operon_1,12945,12391,X-unknown,reverse,-1
1493,GCF_002220675.1_ASM222067v1_genomic_operon_1,11948,10890,X-unknown,forward,1
1494,GCF_002220675.1_ASM222067v1_genomic_operon_1,10768,10592,X-unknown,reverse,-1
1495,GCF_002220675.1_ASM222067v1_genomic_operon_1,10595,9906,ssp6,reverse,-1
1496,GCF_002220675.1_ASM222067v1_genomic_operon_1,9831,9604,X-unknown,forward,1
1497,GCF_002220675.1_ASM222067v1_genomic_operon_1,9511,8492,X-unknown,reverse,-1
1498,GCF_002220675.1_ASM222067v1_genomic_operon_1,8488,8372,X-unknown,reverse,-1
1499,GCF_002220675.1_ASM222067v1_genomic_operon_1,8249,7623,X-unknown,reverse,-1
1500,GCF_002220675.1_ASM222067v1_genomic_operon_1,7406,6291,X-unknown,reverse,-1
1501,GCF_002220675.1_ASM222067v1_genomic_operon_1,6151,5897,X-unknown,reverse,-1
1502,GCF_002220675.1_ASM222067v1_genomic_operon_1,5697,5416,X-unknown,reverse,-1
1503,GCF_002220675.1_ASM222067v1_genomic_operon_1,5285,5046,X-unknown,reverse,-1
1504,GCF_002220675.1_ASM222067v1_genomic_operon_1,4970,3924,X-unknown,reverse,-1
1505,GCF_002220675.1_ASM222067v1_genomic_operon_1,3830,3423,X-unknown,forward,1
1506,GCF_002220675.1_ASM222067v1_genomic_operon_1,3362,0,X-unknown,reverse,-1
1507,GCF_002220675.1_ASM222067v1_genomic_operon_2,146,802,X-unknown,forward,1
1508,GCF_002220675.1_ASM222067v1_genomic_operon_2,871,2904,X-unknown,forward,1
1509,GCF_002220675.1_ASM222067v1_genomic_operon_2,2940,3608,X-unknown,reverse,-1
1510,GCF_002220675.1_ASM222067v1_genomic_operon_2,3635,4381,X-unknown,reverse,-1
1511,GCF_002220675.1_ASM222067v1_genomic_operon_2,4449,4559,X-unknown,reverse,-1
1512,GCF_002220675.1_ASM222067v1_genomic_operon_2,4751,5176,X-unknown,forward,1
1513,GCF_002220675.1_ASM222067v1_genomic_operon_2,5354,6307,X-unknown,forward,1
1514,GCF_002220675.1_ASM222067v1_genomic_operon_2,6339,6569,X-unknown,reverse,-1
1515,GCF_002220675.1_ASM222067v1_genomic_operon_2,6910,7428,X-unknown,forward,1
1516,GCF_002220675.1_ASM222067v1_genomic_operon_2,7755,8138,X-unknown,forward,1
1517,GCF_002220675.1_ASM222067v1_genomic_operon_2,8141,9022,X-unknown,forward,1
1518,GCF_002220675.1_ASM222067v1_genomic_operon_2,9092,9433,X-unknown,forward,1
1519,GCF_002220675.1_ASM222067v1_genomic_operon_2,9787,10002,X-unknown,reverse,-1
1520,GCF_002220675.1_ASM222067v1_genomic_operon_2,9999,10646,ssp6,reverse,-1
1521,GCF_002220675.1_ASM222067v1_genomic_operon_2,10963,11340,X-unknown,forward,1
1522,GCF_002220675.1_ASM222067v1_genomic_operon_2,11337,11555,X-unknown,reverse,-1
1523,GCF_002220675.1_ASM222067v1_genomic_operon_2,11630,11974,X-unknown,reverse,-1
1524,GCF_002220675.1_ASM222067v1_genomic_operon_2,12292,12573,X-unknown,forward,1
1525,GCF_002220675.1_ASM222067v1_genomic_operon_2,12624,12926,X-unknown,reverse,-1
1526,GCF_002220675.1_ASM222067v1_genomic_operon_2,12926,13552,X-unknown,reverse,-1
1527,GCF_002220675.1_ASM222067v1_genomic_operon_2,13983,15182,X-unknown,forward,1
1528,GCF_002220675.1_ASM222067v1_genomic_operon_2,15339,15902,X-unknown,forward,1
1529,GCF_002220675.1_ASM222067v1_genomic_operon_2,15937,16125,X-unknown,forward,1
1530,GCF_002220675.1_ASM222067v1_genomic_operon_2,16763,17062,X-unknown,forward,1
1531,GCF_002220675.1_ASM222067v1_genomic_operon_2,17310,17549,X-unknown,forward,1
1532,GCF_002220675.1_ASM222067v1_genomic_operon_2,17583,17918,X-unknown,forward,1
1533,GCF_002220675.1_ASM222067v1_genomic_operon_2,17956,18675,X-unknown,reverse,-1
1534,GCF_002220675.1_ASM222067v1_genomic_operon_2,18668,20281,X-unknown,reverse,-1
1535,GCF_002220715.1_ASM222071v1_genomic_operon_1,19349,19014,X-unknown,reverse,-1
1536,GCF_002220715.1_ASM222071v1_genomic_operon_1,18124,17894,X-unknown,reverse,-1
1537,GCF_002220715.1_ASM222071v1_genomic_operon_1,17879,17655,X-unknown,reverse,-1
1538,GCF_002220715.1_ASM222071v1_genomic_operon_1,17616,15400,X-unknown,reverse,-1
1539,GCF_002220715.1_ASM222071v1_genomic_operon_1,15403,15077,X-unknown,reverse,-1
1540,GCF_002220715.1_ASM222071v1_genomic_operon_1,15080,14763,X-unknown,reverse,-1
1541,GCF_002220715.1_ASM222071v1_genomic_operon_1,14773,14492,X-unknown,reverse,-1
1542,GCF_002220715.1_ASM222071v1_genomic_operon_1,14369,14145,X-unknown,reverse,-1
1543,GCF_002220715.1_ASM222071v1_genomic_operon_1,14145,13903,X-unknown,reverse,-1
1544,GCF_002220715.1_ASM222071v1_genomic_operon_1,13839,13537,X-unknown,reverse,-1
1545,GCF_002220715.1_ASM222071v1_genomic_operon_1,13335,12826,X-unknown,reverse,-1
1546,GCF_002220715.1_ASM222071v1_genomic_operon_1,12341,11883,X-unknown,forward,1
1547,GCF_002220715.1_ASM222071v1_genomic_operon_1,11770,10832,X-unknown,forward,1
1548,GCF_002220715.1_ASM222071v1_genomic_operon_1,10300,10091,X-unknown,reverse,-1
1549,GCF_002220715.1_ASM222071v1_genomic_operon_1,10119,9484,ssp6,reverse,-1
1550,GCF_002220715.1_ASM222071v1_genomic_operon_1,9308,8868,X-unknown,forward,1
1551,GCF_002220715.1_ASM222071v1_genomic_operon_1,8867,8151,X-unknown,reverse,-1
1552,GCF_002220715.1_ASM222071v1_genomic_operon_1,7988,7353,X-unknown,forward,1
1553,GCF_002220715.1_ASM222071v1_genomic_operon_1,7279,6038,X-unknown,reverse,-1
1554,GCF_002220715.1_ASM222071v1_genomic_operon_1,5979,4525,X-unknown,reverse,-1
1555,GCF_002220715.1_ASM222071v1_genomic_operon_1,4512,3247,X-unknown,reverse,-1
1556,GCF_002220715.1_ASM222071v1_genomic_operon_1,3125,1635,X-unknown,forward,1
1557,GCF_002220715.1_ASM222071v1_genomic_operon_1,1619,0,X-unknown,reverse,-1
1558,GCF_002224585.2_ASM222458v2_genomic_operon_1,4691,5488,X-unknown,forward,1
1559,GCF_002224585.2_ASM222458v2_genomic_operon_1,5680,6039,X-unknown,reverse,-1
1560,GCF_002224585.2_ASM222458v2_genomic_operon_1,6073,7338,X-unknown,reverse,-1
1561,GCF_002224585.2_ASM222458v2_genomic_operon_1,8043,8825,X-unknown,forward,1
1562,GCF_002224585.2_ASM222458v2_genomic_operon_1,9704,9925,X-unknown,forward,1
1563,GCF_002224585.2_ASM222458v2_genomic_operon_1,9999,10691,ssp6,forward,1
1564,GCF_002224585.2_ASM222458v2_genomic_operon_1,10918,11583,X-unknown,reverse,-1
1565,GCF_002224585.2_ASM222458v2_genomic_operon_1,11647,11736,X-unknown,reverse,-1
1566,GCF_002224585.2_ASM222458v2_genomic_operon_1,11853,12746,X-unknown,reverse,-1
1567,GCF_002224585.2_ASM222458v2_genomic_operon_1,13179,14045,X-unknown,reverse,-1
1568,GCF_002224585.2_ASM222458v2_genomic_operon_1,14212,14730,X-unknown,forward,1
1569,GCF_002224585.2_ASM222458v2_genomic_operon_1,14770,16101,X-unknown,forward,1
1570,GCF_002224585.2_ASM222458v2_genomic_operon_1,16197,18026,X-unknown,forward,1
1571,GCF_002224585.2_ASM222458v2_genomic_operon_1,18023,18904,X-unknown,forward,1
1572,GCF_002224585.2_ASM222458v2_genomic_operon_1,18901,20334,X-unknown,forward,1
1573,GCF_002288545.1_ASM228854v1_genomic_operon_1,1395,2159,X-unknown,forward,1
1574,GCF_002288545.1_ASM228854v1_genomic_operon_1,2273,2569,X-unknown,reverse,-1
1575,GCF_002288545.1_ASM228854v1_genomic_operon_1,2951,4252,X-unknown,forward,1
1576,GCF_002288545.1_ASM228854v1_genomic_operon_1,4442,6025,X-unknown,reverse,-1
1577,GCF_002288545.1_ASM228854v1_genomic_operon_1,6388,7149,X-unknown,reverse,-1
1578,GCF_002288545.1_ASM228854v1_genomic_operon_1,7562,8500,X-unknown,forward,1
1579,GCF_002288545.1_ASM228854v1_genomic_operon_1,9306,10001,ssp6,forward,1
1580,GCF_002288545.1_ASM228854v1_genomic_operon_1,9998,10195,X-unknown,forward,1
1581,GCF_002288545.1_ASM228854v1_genomic_operon_1,10215,10694,TssD,reverse,-1
1582,GCF_002288545.1_ASM228854v1_genomic_operon_1,10930,11103,X-unknown,reverse,-1
1583,GCF_002288545.1_ASM228854v1_genomic_operon_1,11318,11623,X-unknown,reverse,-1
1584,GCF_002288545.1_ASM228854v1_genomic_operon_1,11734,12186,X-unknown,forward,1
1585,GCF_002288545.1_ASM228854v1_genomic_operon_1,12293,12913,X-unknown,forward,1
1586,GCF_002288545.1_ASM228854v1_genomic_operon_1,12936,13313,X-unknown,forward,1
1587,GCF_002288545.1_ASM228854v1_genomic_operon_1,13367,13732,X-unknown,forward,1
1588,GCF_002288545.1_ASM228854v1_genomic_operon_1,13729,14526,X-unknown,forward,1
1589,GCF_002288545.1_ASM228854v1_genomic_operon_1,14635,15132,X-unknown,reverse,-1
1590,GCF_002288545.1_ASM228854v1_genomic_operon_1,15215,16402,X-unknown,forward,1
1591,GCF_002288545.1_ASM228854v1_genomic_operon_1,16815,17747,X-unknown,forward,1
1592,GCF_002288545.1_ASM228854v1_genomic_operon_1,17954,18139,X-unknown,forward,1
1593,GCF_002288545.1_ASM228854v1_genomic_operon_1,18388,19179,X-unknown,reverse,-1
1594,GCF_002307355.1_ASM230735v1_genomic_operon_1,3609,4145,X-unknown,forward,1
1595,GCF_002307355.1_ASM230735v1_genomic_operon_1,4217,4546,X-unknown,forward,1
1596,GCF_002307355.1_ASM230735v1_genomic_operon_1,4798,5520,X-unknown,forward,1
1597,GCF_002307355.1_ASM230735v1_genomic_operon_1,5669,6040,X-unknown,reverse,-1
1598,GCF_002307355.1_ASM230735v1_genomic_operon_1,6609,7463,X-unknown,forward,1
1599,GCF_002307355.1_ASM230735v1_genomic_operon_1,8067,8648,X-unknown,forward,1
1600,GCF_002307355.1_ASM230735v1_genomic_operon_1,8649,9461,X-unknown,forward,1
1601,GCF_002307355.1_ASM230735v1_genomic_operon_1,9733,9909,X-unknown,reverse,-1
1602,GCF_002307355.1_ASM230735v1_genomic_operon_1,10001,10486,TssD,forward,1
1603,GCF_002307355.1_ASM230735v1_genomic_operon_1,10823,12970,X-unknown,forward,1
1604,GCF_002307355.1_ASM230735v1_genomic_operon_1,13143,13346,X-unknown,reverse,-1
1605,GCF_002307355.1_ASM230735v1_genomic_operon_1,13339,13980,ssp6,reverse,-1
1606,GCF_002307355.1_ASM230735v1_genomic_operon_1,14243,15472,X-unknown,reverse,-1
1607,GCF_002307355.1_ASM230735v1_genomic_operon_1,15844,17589,X-unknown,reverse,-1
1608,GCF_002307355.1_ASM230735v1_genomic_operon_1,17604,17834,X-unknown,reverse,-1
1609,GCF_002307355.1_ASM230735v1_genomic_operon_1,18055,19065,X-unknown,forward,1
1610,GCF_002307355.1_ASM230735v1_genomic_operon_1,19148,20296,X-unknown,reverse,-1
1611,GCF_002803865.1_ASM280386v1_genomic_operon_1,17812,16376,X-unknown,forward,1
1612,GCF_002803865.1_ASM280386v1_genomic_operon_1,16152,14833,X-unknown,forward,1
1613,GCF_002803865.1_ASM280386v1_genomic_operon_1,14815,13847,X-unknown,forward,1
1614,GCF_002803865.1_ASM280386v1_genomic_operon_1,13493,13011,X-unknown,reverse,-1
1615,GCF_002803865.1_ASM280386v1_genomic_operon_1,12834,12136,X-unknown,forward,1
1616,GCF_002803865.1_ASM280386v1_genomic_operon_1,12038,11499,X-unknown,reverse,-1
1617,GCF_002803865.1_ASM280386v1_genomic_operon_1,11365,10817,X-unknown,reverse,-1
1618,GCF_002803865.1_ASM280386v1_genomic_operon_1,10520,10395,X-unknown,reverse,-1
1619,GCF_002803865.1_ASM280386v1_genomic_operon_1,10388,10254,X-unknown,reverse,-1
1620,GCF_002803865.1_ASM280386v1_genomic_operon_1,10124,9906,X-unknown,reverse,-1
1621,GCF_002803865.1_ASM280386v1_genomic_operon_1,9916,9263,ssp6,reverse,-1
1622,GCF_002803865.1_ASM280386v1_genomic_operon_1,9270,7558,X-unknown,reverse,-1
1623,GCF_002803865.1_ASM280386v1_genomic_operon_1,7394,7014,X-unknown,reverse,-1
1624,GCF_002803865.1_ASM280386v1_genomic_operon_1,6771,6406,X-unknown,reverse,-1
1625,GCF_002803865.1_ASM280386v1_genomic_operon_1,6100,4520,X-unknown,reverse,-1
1626,GCF_002803865.1_ASM280386v1_genomic_operon_1,4437,2971,X-unknown,reverse,-1
1627,GCF_002803865.1_ASM280386v1_genomic_operon_1,2800,1427,X-unknown,forward,1
1628,GCF_002803865.1_ASM280386v1_genomic_operon_1,1339,323,X-unknown,forward,1
1629,GCF_002803865.1_ASM280386v1_genomic_operon_1,326,0,X-unknown,forward,1
1630,GCF_002893825.1_ASM289382v1_genomic_operon_1,1288,2607,X-unknown,reverse,-1
1631,GCF_002893825.1_ASM289382v1_genomic_operon_1,3019,4473,X-unknown,forward,1
1632,GCF_002893825.1_ASM289382v1_genomic_operon_1,4532,6211,X-unknown,forward,1
1633,GCF_002893825.1_ASM289382v1_genomic_operon_1,6294,6932,X-unknown,reverse,-1
1634,GCF_002893825.1_ASM289382v1_genomic_operon_1,7112,7981,X-unknown,forward,1
1635,GCF_002893825.1_ASM289382v1_genomic_operon_1,9168,9842,ssp6,forward,1
1636,GCF_002893825.1_ASM289382v1_genomic_operon_1,9844,10191,X-unknown,forward,1
1637,GCF_002893825.1_ASM289382v1_genomic_operon_1,10194,10673,TssD,forward,1
1638,GCF_002893825.1_ASM289382v1_genomic_operon_1,11207,11686,X-unknown,reverse,-1
1639,GCF_002893825.1_ASM289382v1_genomic_operon_1,12052,12318,X-unknown,reverse,-1
1640,GCF_002893825.1_ASM289382v1_genomic_operon_1,13064,15397,X-unknown,reverse,-1
1641,GCF_002893825.1_ASM289382v1_genomic_operon_1,15412,15732,X-unknown,reverse,-1
1642,GCF_002893825.1_ASM289382v1_genomic_operon_1,15729,15956,X-unknown,reverse,-1
1643,GCF_002893825.1_ASM289382v1_genomic_operon_1,15953,16147,X-unknown,reverse,-1
1644,GCF_002893825.1_ASM289382v1_genomic_operon_1,16498,16764,X-unknown,reverse,-1
1645,GCF_002893825.1_ASM289382v1_genomic_operon_1,17325,18062,X-unknown,forward,1
1646,GCF_002893825.1_ASM289382v1_genomic_operon_1,18059,18304,X-unknown,forward,1
1647,GCF_002893825.1_ASM289382v1_genomic_operon_1,18322,18888,X-unknown,forward,1
1648,GCF_002903045.1_ASM290304v1_genomic_operon_1,17779,17213,TssE,reverse,-1
1649,GCF_002903045.1_ASM290304v1_genomic_operon_1,17220,16408,ImpE,reverse,-1
1650,GCF_002903045.1_ASM290304v1_genomic_operon_1,16226,15231,X-unknown,reverse,-1
1651,GCF_002903045.1_ASM290304v1_genomic_operon_1,15209,14511,PP2C,reverse,-1
1652,GCF_002903045.1_ASM290304v1_genomic_operon_1,14419,12635,FHA,reverse,-1
1653,GCF_002903045.1_ASM290304v1_genomic_operon_1,12539,11859,X-unknown,reverse,-1
1654,GCF_002903045.1_ASM290304v1_genomic_operon_1,11845,11399,X-unknown,reverse,-1
1655,GCF_002903045.1_ASM290304v1_genomic_operon_1,11346,10864,TssD,reverse,-1
1656,GCF_002903045.1_ASM290304v1_genomic_operon_1,10457,10029,X-unknown,reverse,-1
1657,GCF_002903045.1_ASM290304v1_genomic_operon_1,9736,9515,X-unknown,forward,1
1658,GCF_002903045.1_ASM290304v1_genomic_operon_1,9449,8787,ssp6,reverse,-1
1659,GCF_002903045.1_ASM290304v1_genomic_operon_1,8692,7193,TssC,reverse,-1
1660,GCF_002903045.1_ASM290304v1_genomic_operon_1,7189,6665,TssB,reverse,-1
1661,GCF_002903045.1_ASM290304v1_genomic_operon_1,6602,5592,TssA,reverse,-1
1662,GCF_002903045.1_ASM290304v1_genomic_operon_1,5579,4872,TagF_N,reverse,-1
1663,GCF_002903045.1_ASM290304v1_genomic_operon_1,4855,1241,TssM,reverse,-1
1664,GCF_002903045.1_ASM290304v1_genomic_operon_1,1238,0,TssL,reverse,-1
1665,GCF_002903085.1_ASM290308v1_genomic_operon_1,1,1239,TssL,forward,1
1666,GCF_002903085.1_ASM290308v1_genomic_operon_1,1242,4856,TssM,forward,1
1667,GCF_002903085.1_ASM290308v1_genomic_operon_1,4873,5580,TagF_N,forward,1
1668,GCF_002903085.1_ASM290308v1_genomic_operon_1,5593,6603,TssA,forward,1
1669,GCF_002903085.1_ASM290308v1_genomic_operon_1,6666,7190,TssB,forward,1
1670,GCF_002903085.1_ASM290308v1_genomic_operon_1,7194,8693,TssC,forward,1
1671,GCF_002903085.1_ASM290308v1_genomic_operon_1,8788,9450,ssp6,forward,1
1672,GCF_002903085.1_ASM290308v1_genomic_operon_1,9516,9737,X-unknown,reverse,-1
1673,GCF_002903085.1_ASM290308v1_genomic_operon_1,10030,10458,X-unknown,forward,1
1674,GCF_002903085.1_ASM290308v1_genomic_operon_1,10865,11347,TssD,forward,1
1675,GCF_002903085.1_ASM290308v1_genomic_operon_1,11400,11846,X-unknown,forward,1
1676,GCF_002903085.1_ASM290308v1_genomic_operon_1,11860,12540,X-unknown,forward,1
1677,GCF_002903085.1_ASM290308v1_genomic_operon_1,12636,14420,FHA,forward,1
1678,GCF_002903085.1_ASM290308v1_genomic_operon_1,14512,15210,PP2C,forward,1
1679,GCF_002903085.1_ASM290308v1_genomic_operon_1,15232,16227,X-unknown,forward,1
1680,GCF_002903085.1_ASM290308v1_genomic_operon_1,16409,17221,ImpE,forward,1
1681,GCF_002903085.1_ASM290308v1_genomic_operon_1,17214,17780,TssE,forward,1
1682,GCF_002906435.1_ASM290643v1_genomic_operon_1,12004,11789,X-unknown,reverse,-1
1683,GCF_002906435.1_ASM290643v1_genomic_operon_1,11472,8857,TssI,reverse,-1
1684,GCF_002906435.1_ASM290643v1_genomic_operon_1,8789,8562,X-unknown,reverse,-1
1685,GCF_002906435.1_ASM290643v1_genomic_operon_1,8565,7924,ssp6,reverse,-1
1686,GCF_002906435.1_ASM290643v1_genomic_operon_1,7758,6601,TssH,reverse,-1
1687,GCF_002906435.1_ASM290643v1_genomic_operon_1,6314,5823,TssD,reverse,-1
1688,GCF_002906435.1_ASM290643v1_genomic_operon_1,5818,4094,TssM,reverse,-1
1689,GCF_002906435.1_ASM290643v1_genomic_operon_1,4090,3437,TssL,reverse,-1
1690,GCF_002906435.1_ASM290643v1_genomic_operon_1,3440,2103,TssK,reverse,-1
1691,GCF_002906435.1_ASM290643v1_genomic_operon_1,2084,540,TssC,reverse,-1
1692,GCF_002906435.1_ASM290643v1_genomic_operon_1,497,0,TssB,reverse,-1
1693,GCF_002935055.1_ASM293505v1_genomic_operon_1,19552,19121,X-unknown,reverse,-1
1694,GCF_002935055.1_ASM293505v1_genomic_operon_1,19062,18595,X-unknown,reverse,-1
1695,GCF_002935055.1_ASM293505v1_genomic_operon_1,18531,18292,X-unknown,forward,1
1696,GCF_002935055.1_ASM293505v1_genomic_operon_1,18202,16898,X-unknown,reverse,-1
1697,GCF_002935055.1_ASM293505v1_genomic_operon_1,15649,13727,X-unknown,reverse,-1
1698,GCF_002935055.1_ASM293505v1_genomic_operon_1,13527,13264,X-unknown,forward,1
1699,GCF_002935055.1_ASM293505v1_genomic_operon_1,13237,12407,X-unknown,forward,1
1700,GCF_002935055.1_ASM293505v1_genomic_operon_1,12032,10923,X-unknown,reverse,-1
1701,GCF_002935055.1_ASM293505v1_genomic_operon_1,10139,9924,X-unknown,reverse,-1
1702,GCF_002935055.1_ASM293505v1_genomic_operon_1,9927,9283,ssp6,reverse,-1
1703,GCF_002935055.1_ASM293505v1_genomic_operon_1,9101,7509,X-unknown,forward,1
1704,GCF_002935055.1_ASM293505v1_genomic_operon_1,7457,6702,X-unknown,reverse,-1
1705,GCF_002935055.1_ASM293505v1_genomic_operon_1,6699,5461,X-unknown,reverse,-1
1706,GCF_002935055.1_ASM293505v1_genomic_operon_1,5303,4767,X-unknown,forward,1
1707,GCF_002935055.1_ASM293505v1_genomic_operon_1,4409,3453,X-unknown,forward,1
1708,GCF_002935055.1_ASM293505v1_genomic_operon_1,3433,1559,X-unknown,forward,1
1709,GCF_002935055.1_ASM293505v1_genomic_operon_1,1535,0,X-unknown,forward,1
1710,GCF_002935055.1_ASM293505v1_genomic_operon_2,19961,19206,X-unknown,reverse,-1
1711,GCF_002935055.1_ASM293505v1_genomic_operon_2,19213,18254,X-unknown,reverse,-1
1712,GCF_002935055.1_ASM293505v1_genomic_operon_2,18069,17686,X-unknown,reverse,-1
1713,GCF_002935055.1_ASM293505v1_genomic_operon_2,17339,16656,X-unknown,forward,1
1714,GCF_002935055.1_ASM293505v1_genomic_operon_2,16599,16015,X-unknown,reverse,-1
1715,GCF_002935055.1_ASM293505v1_genomic_operon_2,15889,15011,X-unknown,forward,1
1716,GCF_002935055.1_ASM293505v1_genomic_operon_2,14924,13263,X-unknown,forward,1
1717,GCF_002935055.1_ASM293505v1_genomic_operon_2,13022,12684,X-unknown,forward,1
1718,GCF_002935055.1_ASM293505v1_genomic_operon_2,12566,12282,X-unknown,reverse,-1
1719,GCF_002935055.1_ASM293505v1_genomic_operon_2,12289,11855,X-unknown,reverse,-1
1720,GCF_002935055.1_ASM293505v1_genomic_operon_2,11693,11211,X-unknown,forward,1
1721,GCF_002935055.1_ASM293505v1_genomic_operon_2,10285,9638,ssp6,reverse,-1
1722,GCF_002935055.1_ASM293505v1_genomic_operon_2,9121,7460,X-unknown,reverse,-1
1723,GCF_002935055.1_ASM293505v1_genomic_operon_2,7388,6972,X-unknown,reverse,-1
1724,GCF_002935055.1_ASM293505v1_genomic_operon_2,6854,6402,X-unknown,reverse,-1
1725,GCF_002935055.1_ASM293505v1_genomic_operon_2,6301,5567,X-unknown,forward,1
1726,GCF_002935055.1_ASM293505v1_genomic_operon_2,5493,4996,X-unknown,reverse,-1
1727,GCF_002935055.1_ASM293505v1_genomic_operon_2,4901,3984,X-unknown,forward,1
1728,GCF_002935055.1_ASM293505v1_genomic_operon_2,3989,3474,X-unknown,reverse,-1
1729,GCF_002935055.1_ASM293505v1_genomic_operon_2,3353,3171,X-unknown,forward,1
1730,GCF_002935055.1_ASM293505v1_genomic_operon_2,3138,2860,X-unknown,reverse,-1
1731,GCF_002935055.1_ASM293505v1_genomic_operon_2,2858,2628,X-unknown,reverse,-1
1732,GCF_002935055.1_ASM293505v1_genomic_operon_2,2435,2022,X-unknown,forward,1
1733,GCF_002935055.1_ASM293505v1_genomic_operon_2,1971,1399,X-unknown,reverse,-1
1734,GCF_002935055.1_ASM293505v1_genomic_operon_2,1214,879,X-unknown,forward,1
1735,GCF_002935055.1_ASM293505v1_genomic_operon_2,811,365,X-unknown,forward,1
1736,GCF_002935055.1_ASM293505v1_genomic_operon_2,338,0,X-unknown,reverse,-1
1737,GCF_002952735.1_ASM295273v1_genomic_operon_1,798,1205,X-unknown,forward,1
1738,GCF_002952735.1_ASM295273v1_genomic_operon_1,1202,2821,X-unknown,forward,1
1739,GCF_002952735.1_ASM295273v1_genomic_operon_1,2852,3673,X-unknown,forward,1
1740,GCF_002952735.1_ASM295273v1_genomic_operon_1,3636,5057,X-unknown,reverse,-1
1741,GCF_002952735.1_ASM295273v1_genomic_operon_1,5108,6196,X-unknown,reverse,-1
1742,GCF_002952735.1_ASM295273v1_genomic_operon_1,6382,7389,X-unknown,forward,1
1743,GCF_002952735.1_ASM295273v1_genomic_operon_1,7375,7800,X-unknown,reverse,-1
1744,GCF_002952735.1_ASM295273v1_genomic_operon_1,8000,9004,X-unknown,forward,1
1745,GCF_002952735.1_ASM295273v1_genomic_operon_1,9177,9860,ssp6,forward,1
1746,GCF_002952735.1_ASM295273v1_genomic_operon_1,9853,10200,X-unknown,forward,1
1747,GCF_002952735.1_ASM295273v1_genomic_operon_1,10203,10682,TssD,forward,1
1748,GCF_002952735.1_ASM295273v1_genomic_operon_1,10798,11169,X-unknown,forward,1
1749,GCF_002952735.1_ASM295273v1_genomic_operon_1,11244,11717,X-unknown,reverse,-1
1750,GCF_002952735.1_ASM295273v1_genomic_operon_1,11976,12887,X-unknown,forward,1
1751,GCF_002952735.1_ASM295273v1_genomic_operon_1,13217,13399,X-unknown,reverse,-1
1752,GCF_002952735.1_ASM295273v1_genomic_operon_1,13780,14040,X-unknown,forward,1
1753,GCF_002952735.1_ASM295273v1_genomic_operon_1,14040,15251,X-unknown,forward,1
1754,GCF_002952735.1_ASM295273v1_genomic_operon_1,15268,16398,X-unknown,forward,1
1755,GCF_002952735.1_ASM295273v1_genomic_operon_1,17334,17921,X-unknown,forward,1
1756,GCF_002952735.1_ASM295273v1_genomic_operon_1,17918,18865,X-unknown,forward,1
1757,GCF_002952735.1_ASM295273v1_genomic_operon_1,18930,19601,X-unknown,reverse,-1
1758,GCF_003006175.1_ASM300617v1_genomic_operon_1,14564,14283,X-unknown,forward,1
1759,GCF_003006175.1_ASM300617v1_genomic_operon_1,14142,13633,X-unknown,forward,1
1760,GCF_003006175.1_ASM300617v1_genomic_operon_1,13034,12150,X-unknown,reverse,-1
1761,GCF_003006175.1_ASM300617v1_genomic_operon_1,11925,11467,X-unknown,reverse,-1
1762,GCF_003006175.1_ASM300617v1_genomic_operon_1,11467,11201,X-unknown,reverse,-1
1763,GCF_003006175.1_ASM300617v1_genomic_operon_1,11238,10000,X-unknown,reverse,-1
1764,GCF_003006175.1_ASM300617v1_genomic_operon_1,9820,9557,X-unknown,reverse,-1
1765,GCF_003006175.1_ASM300617v1_genomic_operon_1,9567,8440,PAAR_motif,reverse,-1
1766,GCF_003006175.1_ASM300617v1_genomic_operon_1,8315,8193,X-unknown,forward,1
1767,GCF_003006175.1_ASM300617v1_genomic_operon_1,8010,7897,X-unknown,reverse,-1
1768,GCF_003006175.1_ASM300617v1_genomic_operon_1,7786,7502,X-unknown,forward,1
1769,GCF_003006175.1_ASM300617v1_genomic_operon_1,7425,6676,X-unknown,forward,1
1770,GCF_003006175.1_ASM300617v1_genomic_operon_1,6141,5662,TssD,reverse,-1
1771,GCF_003006175.1_ASM300617v1_genomic_operon_1,5659,5312,X-unknown,reverse,-1
