number,operon,start,end,gene,strand,direction
1479,GCF_002220635.1_ASM222063v1_genomic_operon_1,14682,14951,X-unknown,reverse,-1
1480,GCF_002220635.1_ASM222063v1_genomic_operon_1,15655,16182,X-unknown,forward,1
1481,GCF_002220635.1_ASM222063v1_genomic_operon_1,16472,17869,X-unknown,forward,1
1482,GCF_002220635.1_ASM222063v1_genomic_operon_1,18339,18521,X-unknown,forward,1
1483,GCF_002220635.1_ASM222063v1_genomic_operon_1,19417,19593,X-unknown,forward,1
1484,GCF_002220635.1_ASM222063v1_genomic_operon_1,19609,20001,X-unknown,reverse,-1
1485,GCF_002220675.1_ASM222067v1_genomic_operon_1,311,709,X-unknown,forward,1
1486,GCF_002220675.1_ASM222067v1_genomic_operon_1,759,2312,X-unknown,reverse,-1
1487,GCF_002220675.1_ASM222067v1_genomic_operon_1,2787,4025,X-unknown,reverse,-1
1488,GCF_002220675.1_ASM222067v1_genomic_operon_1,4225,4509,X-unknown,reverse,-1
1489,GCF_002220675.1_ASM222067v1_genomic_operon_1,4611,5531,X-unknown,reverse,-1
1490,GCF_002220675.1_ASM222067v1_genomic_operon_1,5938,7005,X-unknown,forward,1
1491,GCF_002220675.1_ASM222067v1_genomic_operon_1,7049,7627,X-unknown,reverse,-1
1492,GCF_002220675.1_ASM222067v1_genomic_operon_1,7651,8205,X-unknown,reverse,-1
1493,GCF_002220675.1_ASM222067v1_genomic_operon_1,8648,9706,X-unknown,forward,1
1494,GCF_002220675.1_ASM222067v1_genomic_operon_1,9828,10004,X-unknown,reverse,-1
1495,GCF_002220675.1_ASM222067v1_genomic_operon_1,10001,10690,ssp6,reverse,-1
1496,GCF_002220675.1_ASM222067v1_genomic_operon_1,10765,10992,X-unknown,forward,1
1497,GCF_002220675.1_ASM222067v1_genomic_operon_1,11085,12104,X-unknown,reverse,-1
1498,GCF_002220675.1_ASM222067v1_genomic_operon_1,12108,12224,X-unknown,reverse,-1
1499,GCF_002220675.1_ASM222067v1_genomic_operon_1,12347,12973,X-unknown,reverse,-1
1500,GCF_002220675.1_ASM222067v1_genomic_operon_1,13190,14305,X-unknown,reverse,-1
1501,GCF_002220675.1_ASM222067v1_genomic_operon_1,14445,14699,X-unknown,reverse,-1
1502,GCF_002220675.1_ASM222067v1_genomic_operon_1,14899,15180,X-unknown,reverse,-1
1503,GCF_002220675.1_ASM222067v1_genomic_operon_1,15311,15550,X-unknown,reverse,-1
1504,GCF_002220675.1_ASM222067v1_genomic_operon_1,15626,16672,X-unknown,reverse,-1
1505,GCF_002220675.1_ASM222067v1_genomic_operon_1,16766,17173,X-unknown,forward,1
1506,GCF_002220675.1_ASM222067v1_genomic_operon_1,17234,20596,X-unknown,reverse,-1
1507,GCF_002220675.1_ASM222067v1_genomic_operon_2,146,802,X-unknown,forward,1
1508,GCF_002220675.1_ASM222067v1_genomic_operon_2,871,2904,X-unknown,forward,1
1509,GCF_002220675.1_ASM222067v1_genomic_operon_2,2940,3608,X-unknown,reverse,-1
1510,GCF_002220675.1_ASM222067v1_genomic_operon_2,3635,4381,X-unknown,reverse,-1
1511,GCF_002220675.1_ASM222067v1_genomic_operon_2,4449,4559,X-unknown,reverse,-1
1512,GCF_002220675.1_ASM222067v1_genomic_operon_2,4751,5176,X-unknown,forward,1
1513,GCF_002220675.1_ASM222067v1_genomic_operon_2,5354,6307,X-unknown,forward,1
1514,GCF_002220675.1_ASM222067v1_genomic_operon_2,6339,6569,X-unknown,reverse,-1
1515,GCF_002220675.1_ASM222067v1_genomic_operon_2,6910,7428,X-unknown,forward,1
1516,GCF_002220675.1_ASM222067v1_genomic_operon_2,7755,8138,X-unknown,forward,1
1517,GCF_002220675.1_ASM222067v1_genomic_operon_2,8141,9022,X-unknown,forward,1
1518,GCF_002220675.1_ASM222067v1_genomic_operon_2,9092,9433,X-unknown,forward,1
1519,GCF_002220675.1_ASM222067v1_genomic_operon_2,9787,10002,X-unknown,reverse,-1
1520,GCF_002220675.1_ASM222067v1_genomic_operon_2,9999,10646,ssp6,reverse,-1
1521,GCF_002220675.1_ASM222067v1_genomic_operon_2,10963,11340,X-unknown,forward,1
1522,GCF_002220675.1_ASM222067v1_genomic_operon_2,11337,11555,X-unknown,reverse,-1
1523,GCF_002220675.1_ASM222067v1_genomic_operon_2,11630,11974,X-unknown,reverse,-1
1524,GCF_002220675.1_ASM222067v1_genomic_operon_2,12292,12573,X-unknown,forward,1
1525,GCF_002220675.1_ASM222067v1_genomic_operon_2,12624,12926,X-unknown,reverse,-1
1526,GCF_002220675.1_ASM222067v1_genomic_operon_2,12926,13552,X-unknown,reverse,-1
1527,GCF_002220675.1_ASM222067v1_genomic_operon_2,13983,15182,X-unknown,forward,1
1528,GCF_002220675.1_ASM222067v1_genomic_operon_2,15339,15902,X-unknown,forward,1
1529,GCF_002220675.1_ASM222067v1_genomic_operon_2,15937,16125,X-unknown,forward,1
1530,GCF_002220675.1_ASM222067v1_genomic_operon_2,16763,17062,X-unknown,forward,1
1531,GCF_002220675.1_ASM222067v1_genomic_operon_2,17310,17549,X-unknown,forward,1
1532,GCF_002220675.1_ASM222067v1_genomic_operon_2,17583,17918,X-unknown,forward,1
1533,GCF_002220675.1_ASM222067v1_genomic_operon_2,17956,18675,X-unknown,reverse,-1
1534,GCF_002220675.1_ASM222067v1_genomic_operon_2,18668,20281,X-unknown,reverse,-1
1535,GCF_002220715.1_ASM222071v1_genomic_operon_1,771,1106,X-unknown,reverse,-1
1536,GCF_002220715.1_ASM222071v1_genomic_operon_1,1996,2226,X-unknown,reverse,-1
1537,GCF_002220715.1_ASM222071v1_genomic_operon_1,2241,2465,X-unknown,reverse,-1
1538,GCF_002220715.1_ASM222071v1_genomic_operon_1,2504,4720,X-unknown,reverse,-1
1539,GCF_002220715.1_ASM222071v1_genomic_operon_1,4717,5043,X-unknown,reverse,-1
1540,GCF_002220715.1_ASM222071v1_genomic_operon_1,5040,5357,X-unknown,reverse,-1
1541,GCF_002220715.1_ASM222071v1_genomic_operon_1,5347,5628,X-unknown,reverse,-1
1542,GCF_002220715.1_ASM222071v1_genomic_operon_1,5751,5975,X-unknown,reverse,-1
1543,GCF_002220715.1_ASM222071v1_genomic_operon_1,5975,6217,X-unknown,reverse,-1
1544,GCF_002220715.1_ASM222071v1_genomic_operon_1,6281,6583,X-unknown,reverse,-1
1545,GCF_002220715.1_ASM222071v1_genomic_operon_1,6785,7294,X-unknown,reverse,-1
1546,GCF_002220715.1_ASM222071v1_genomic_operon_1,7779,8237,X-unknown,forward,1
1547,GCF_002220715.1_ASM222071v1_genomic_operon_1,8350,9288,X-unknown,forward,1
1548,GCF_002220715.1_ASM222071v1_genomic_operon_1,9820,10029,X-unknown,reverse,-1
1549,GCF_002220715.1_ASM222071v1_genomic_operon_1,10001,10636,ssp6,reverse,-1
1550,GCF_002220715.1_ASM222071v1_genomic_operon_1,10812,11252,X-unknown,forward,1
1551,GCF_002220715.1_ASM222071v1_genomic_operon_1,11253,11969,X-unknown,reverse,-1
1552,GCF_002220715.1_ASM222071v1_genomic_operon_1,12132,12767,X-unknown,forward,1
1553,GCF_002220715.1_ASM222071v1_genomic_operon_1,12841,14082,X-unknown,reverse,-1
1554,GCF_002220715.1_ASM222071v1_genomic_operon_1,14141,15595,X-unknown,reverse,-1
1555,GCF_002220715.1_ASM222071v1_genomic_operon_1,15608,16873,X-unknown,reverse,-1
1556,GCF_002220715.1_ASM222071v1_genomic_operon_1,16995,18485,X-unknown,forward,1
1557,GCF_002220715.1_ASM222071v1_genomic_operon_1,18501,20120,X-unknown,reverse,-1
1558,GCF_002224585.2_ASM222458v2_genomic_operon_1,4691,5488,X-unknown,forward,1
1559,GCF_002224585.2_ASM222458v2_genomic_operon_1,5680,6039,X-unknown,reverse,-1
1560,GCF_002224585.2_ASM222458v2_genomic_operon_1,6073,7338,X-unknown,reverse,-1
1561,GCF_002224585.2_ASM222458v2_genomic_operon_1,8043,8825,X-unknown,forward,1
1562,GCF_002224585.2_ASM222458v2_genomic_operon_1,9704,9925,X-unknown,forward,1
1563,GCF_002224585.2_ASM222458v2_genomic_operon_1,9999,10691,ssp6,forward,1
1564,GCF_002224585.2_ASM222458v2_genomic_operon_1,10918,11583,X-unknown,reverse,-1
1565,GCF_002224585.2_ASM222458v2_genomic_operon_1,11647,11736,X-unknown,reverse,-1
1566,GCF_002224585.2_ASM222458v2_genomic_operon_1,11853,12746,X-unknown,reverse,-1
1567,GCF_002224585.2_ASM222458v2_genomic_operon_1,13179,14045,X-unknown,reverse,-1
1568,GCF_002224585.2_ASM222458v2_genomic_operon_1,14212,14730,X-unknown,forward,1
1569,GCF_002224585.2_ASM222458v2_genomic_operon_1,14770,16101,X-unknown,forward,1
1570,GCF_002224585.2_ASM222458v2_genomic_operon_1,16197,18026,X-unknown,forward,1
1571,GCF_002224585.2_ASM222458v2_genomic_operon_1,18023,18904,X-unknown,forward,1
1572,GCF_002224585.2_ASM222458v2_genomic_operon_1,18901,20334,X-unknown,forward,1
1573,GCF_002288545.1_ASM228854v1_genomic_operon_1,1395,2159,X-unknown,forward,1
1574,GCF_002288545.1_ASM228854v1_genomic_operon_1,2273,2569,X-unknown,reverse,-1
1575,GCF_002288545.1_ASM228854v1_genomic_operon_1,2951,4252,X-unknown,forward,1
1576,GCF_002288545.1_ASM228854v1_genomic_operon_1,4442,6025,X-unknown,reverse,-1
1577,GCF_002288545.1_ASM228854v1_genomic_operon_1,6388,7149,X-unknown,reverse,-1
1578,GCF_002288545.1_ASM228854v1_genomic_operon_1,7562,8500,X-unknown,forward,1
1579,GCF_002288545.1_ASM228854v1_genomic_operon_1,9306,10001,ssp6,forward,1
1580,GCF_002288545.1_ASM228854v1_genomic_operon_1,9998,10195,X-unknown,forward,1
1581,GCF_002288545.1_ASM228854v1_genomic_operon_1,10215,10694,TssD,reverse,-1
1582,GCF_002288545.1_ASM228854v1_genomic_operon_1,10930,11103,X-unknown,reverse,-1
1583,GCF_002288545.1_ASM228854v1_genomic_operon_1,11318,11623,X-unknown,reverse,-1
1584,GCF_002288545.1_ASM228854v1_genomic_operon_1,11734,12186,X-unknown,forward,1
1585,GCF_002288545.1_ASM228854v1_genomic_operon_1,12293,12913,X-unknown,forward,1
1586,GCF_002288545.1_ASM228854v1_genomic_operon_1,12936,13313,X-unknown,forward,1
1587,GCF_002288545.1_ASM228854v1_genomic_operon_1,13367,13732,X-unknown,forward,1
1588,GCF_002288545.1_ASM228854v1_genomic_operon_1,13729,14526,X-unknown,forward,1
1589,GCF_002288545.1_ASM228854v1_genomic_operon_1,14635,15132,X-unknown,reverse,-1
1590,GCF_002288545.1_ASM228854v1_genomic_operon_1,15215,16402,X-unknown,forward,1
1591,GCF_002288545.1_ASM228854v1_genomic_operon_1,16815,17747,X-unknown,forward,1
1592,GCF_002288545.1_ASM228854v1_genomic_operon_1,17954,18139,X-unknown,forward,1
1593,GCF_002288545.1_ASM228854v1_genomic_operon_1,18388,19179,X-unknown,reverse,-1
1594,GCF_002307355.1_ASM230735v1_genomic_operon_1,3609,4145,X-unknown,forward,1
1595,GCF_002307355.1_ASM230735v1_genomic_operon_1,4217,4546,X-unknown,forward,1
1596,GCF_002307355.1_ASM230735v1_genomic_operon_1,4798,5520,X-unknown,forward,1
1597,GCF_002307355.1_ASM230735v1_genomic_operon_1,5669,6040,X-unknown,reverse,-1
1598,GCF_002307355.1_ASM230735v1_genomic_operon_1,6609,7463,X-unknown,forward,1
1599,GCF_002307355.1_ASM230735v1_genomic_operon_1,8067,8648,X-unknown,forward,1
1600,GCF_002307355.1_ASM230735v1_genomic_operon_1,8649,9461,X-unknown,forward,1
1601,GCF_002307355.1_ASM230735v1_genomic_operon_1,9733,9909,X-unknown,reverse,-1
1602,GCF_002307355.1_ASM230735v1_genomic_operon_1,10001,10486,TssD,forward,1
1603,GCF_002307355.1_ASM230735v1_genomic_operon_1,10823,12970,X-unknown,forward,1
1604,GCF_002307355.1_ASM230735v1_genomic_operon_1,13143,13346,X-unknown,reverse,-1
1605,GCF_002307355.1_ASM230735v1_genomic_operon_1,13339,13980,ssp6,reverse,-1
1606,GCF_002307355.1_ASM230735v1_genomic_operon_1,14243,15472,X-unknown,reverse,-1
1607,GCF_002307355.1_ASM230735v1_genomic_operon_1,15844,17589,X-unknown,reverse,-1
1608,GCF_002307355.1_ASM230735v1_genomic_operon_1,17604,17834,X-unknown,reverse,-1
1609,GCF_002307355.1_ASM230735v1_genomic_operon_1,18055,19065,X-unknown,forward,1
1610,GCF_002307355.1_ASM230735v1_genomic_operon_1,19148,20296,X-unknown,reverse,-1
1611,GCF_002803865.1_ASM280386v1_genomic_operon_1,2103,3539,X-unknown,forward,1
1612,GCF_002803865.1_ASM280386v1_genomic_operon_1,3763,5082,X-unknown,forward,1
1613,GCF_002803865.1_ASM280386v1_genomic_operon_1,5100,6068,X-unknown,forward,1
1614,GCF_002803865.1_ASM280386v1_genomic_operon_1,6422,6904,X-unknown,reverse,-1
1615,GCF_002803865.1_ASM280386v1_genomic_operon_1,7081,7779,X-unknown,forward,1
1616,GCF_002803865.1_ASM280386v1_genomic_operon_1,7877,8416,X-unknown,reverse,-1
1617,GCF_002803865.1_ASM280386v1_genomic_operon_1,8550,9098,X-unknown,reverse,-1
1618,GCF_002803865.1_ASM280386v1_genomic_operon_1,9395,9520,X-unknown,reverse,-1
1619,GCF_002803865.1_ASM280386v1_genomic_operon_1,9527,9661,X-unknown,reverse,-1
1620,GCF_002803865.1_ASM280386v1_genomic_operon_1,9791,10009,X-unknown,reverse,-1
1621,GCF_002803865.1_ASM280386v1_genomic_operon_1,9999,10652,ssp6,reverse,-1
1622,GCF_002803865.1_ASM280386v1_genomic_operon_1,10645,12357,X-unknown,reverse,-1
1623,GCF_002803865.1_ASM280386v1_genomic_operon_1,12521,12901,X-unknown,reverse,-1
1624,GCF_002803865.1_ASM280386v1_genomic_operon_1,13144,13509,X-unknown,reverse,-1
1625,GCF_002803865.1_ASM280386v1_genomic_operon_1,13815,15395,X-unknown,reverse,-1
1626,GCF_002803865.1_ASM280386v1_genomic_operon_1,15478,16944,X-unknown,reverse,-1
1627,GCF_002803865.1_ASM280386v1_genomic_operon_1,17115,18488,X-unknown,forward,1
1628,GCF_002803865.1_ASM280386v1_genomic_operon_1,18576,19592,X-unknown,forward,1
1629,GCF_002803865.1_ASM280386v1_genomic_operon_1,19589,19915,X-unknown,forward,1
1630,GCF_002893825.1_ASM289382v1_genomic_operon_1,1288,2607,X-unknown,reverse,-1
1631,GCF_002893825.1_ASM289382v1_genomic_operon_1,3019,4473,X-unknown,forward,1
1632,GCF_002893825.1_ASM289382v1_genomic_operon_1,4532,6211,X-unknown,forward,1
1633,GCF_002893825.1_ASM289382v1_genomic_operon_1,6294,6932,X-unknown,reverse,-1
1634,GCF_002893825.1_ASM289382v1_genomic_operon_1,7112,7981,X-unknown,forward,1
1635,GCF_002893825.1_ASM289382v1_genomic_operon_1,9168,9842,ssp6,forward,1
1636,GCF_002893825.1_ASM289382v1_genomic_operon_1,9844,10191,X-unknown,forward,1
1637,GCF_002893825.1_ASM289382v1_genomic_operon_1,10194,10673,TssD,forward,1
1638,GCF_002893825.1_ASM289382v1_genomic_operon_1,11207,11686,X-unknown,reverse,-1
1639,GCF_002893825.1_ASM289382v1_genomic_operon_1,12052,12318,X-unknown,reverse,-1
1640,GCF_002893825.1_ASM289382v1_genomic_operon_1,13064,15397,X-unknown,reverse,-1
1641,GCF_002893825.1_ASM289382v1_genomic_operon_1,15412,15732,X-unknown,reverse,-1
1642,GCF_002893825.1_ASM289382v1_genomic_operon_1,15729,15956,X-unknown,reverse,-1
1643,GCF_002893825.1_ASM289382v1_genomic_operon_1,15953,16147,X-unknown,reverse,-1
1644,GCF_002893825.1_ASM289382v1_genomic_operon_1,16498,16764,X-unknown,reverse,-1
1645,GCF_002893825.1_ASM289382v1_genomic_operon_1,17325,18062,X-unknown,forward,1
1646,GCF_002893825.1_ASM289382v1_genomic_operon_1,18059,18304,X-unknown,forward,1
1647,GCF_002893825.1_ASM289382v1_genomic_operon_1,18322,18888,X-unknown,forward,1
1648,GCF_002903045.1_ASM290304v1_genomic_operon_1,1212,1778,TssE,reverse,-1
1649,GCF_002903045.1_ASM290304v1_genomic_operon_1,1771,2583,ImpE,reverse,-1
1650,GCF_002903045.1_ASM290304v1_genomic_operon_1,2765,3760,X-unknown,reverse,-1
1651,GCF_002903045.1_ASM290304v1_genomic_operon_1,3782,4480,PP2C,reverse,-1
1652,GCF_002903045.1_ASM290304v1_genomic_operon_1,4572,6356,FHA,reverse,-1
1653,GCF_002903045.1_ASM290304v1_genomic_operon_1,6452,7132,X-unknown,reverse,-1
1654,GCF_002903045.1_ASM290304v1_genomic_operon_1,7146,7592,X-unknown,reverse,-1
1655,GCF_002903045.1_ASM290304v1_genomic_operon_1,7645,8127,TssD,reverse,-1
1656,GCF_002903045.1_ASM290304v1_genomic_operon_1,8534,8962,X-unknown,reverse,-1
1657,GCF_002903045.1_ASM290304v1_genomic_operon_1,9255,9476,X-unknown,forward,1
1658,GCF_002903045.1_ASM290304v1_genomic_operon_1,9542,10204,ssp6,reverse,-1
1659,GCF_002903045.1_ASM290304v1_genomic_operon_1,10299,11798,TssC,reverse,-1
1660,GCF_002903045.1_ASM290304v1_genomic_operon_1,11802,12326,TssB,reverse,-1
1661,GCF_002903045.1_ASM290304v1_genomic_operon_1,12389,13399,TssA,reverse,-1
1662,GCF_002903045.1_ASM290304v1_genomic_operon_1,13412,14119,TagF_N,reverse,-1
1663,GCF_002903045.1_ASM290304v1_genomic_operon_1,14136,17750,TssM,reverse,-1
1664,GCF_002903045.1_ASM290304v1_genomic_operon_1,17753,18991,TssL,reverse,-1
1665,GCF_002903085.1_ASM290308v1_genomic_operon_1,10001,11239,TssL,forward,1
1666,GCF_002903085.1_ASM290308v1_genomic_operon_1,11242,14856,TssM,forward,1
1667,GCF_002903085.1_ASM290308v1_genomic_operon_1,14873,15580,TagF_N,forward,1
1668,GCF_002903085.1_ASM290308v1_genomic_operon_1,15593,16603,TssA,forward,1
1669,GCF_002903085.1_ASM290308v1_genomic_operon_1,16666,17190,TssB,forward,1
1670,GCF_002903085.1_ASM290308v1_genomic_operon_1,17194,18693,TssC,forward,1
1671,GCF_002903085.1_ASM290308v1_genomic_operon_1,18788,19450,ssp6,forward,1
1672,GCF_002903085.1_ASM290308v1_genomic_operon_1,19516,19737,X-unknown,reverse,-1
1673,GCF_002903085.1_ASM290308v1_genomic_operon_1,20030,20458,X-unknown,forward,1
1674,GCF_002903085.1_ASM290308v1_genomic_operon_1,20865,21347,TssD,forward,1
1675,GCF_002903085.1_ASM290308v1_genomic_operon_1,21400,21846,X-unknown,forward,1
1676,GCF_002903085.1_ASM290308v1_genomic_operon_1,21860,22540,X-unknown,forward,1
1677,GCF_002903085.1_ASM290308v1_genomic_operon_1,22636,24420,FHA,forward,1
1678,GCF_002903085.1_ASM290308v1_genomic_operon_1,24512,25210,PP2C,forward,1
1679,GCF_002903085.1_ASM290308v1_genomic_operon_1,25232,26227,X-unknown,forward,1
1680,GCF_002903085.1_ASM290308v1_genomic_operon_1,26409,27221,ImpE,forward,1
1681,GCF_002903085.1_ASM290308v1_genomic_operon_1,27214,27780,TssE,forward,1
1682,GCF_002906435.1_ASM290643v1_genomic_operon_1,1543,1758,X-unknown,reverse,-1
1683,GCF_002906435.1_ASM290643v1_genomic_operon_1,2075,4690,TssI,reverse,-1
1684,GCF_002906435.1_ASM290643v1_genomic_operon_1,4758,4985,X-unknown,reverse,-1
1685,GCF_002906435.1_ASM290643v1_genomic_operon_1,4982,5623,ssp6,reverse,-1
1686,GCF_002906435.1_ASM290643v1_genomic_operon_1,5789,6946,TssH,reverse,-1
1687,GCF_002906435.1_ASM290643v1_genomic_operon_1,7233,7724,TssD,reverse,-1
1688,GCF_002906435.1_ASM290643v1_genomic_operon_1,7729,9453,TssM,reverse,-1
1689,GCF_002906435.1_ASM290643v1_genomic_operon_1,9457,10110,TssL,reverse,-1
1690,GCF_002906435.1_ASM290643v1_genomic_operon_1,10107,11444,TssK,reverse,-1
1691,GCF_002906435.1_ASM290643v1_genomic_operon_1,11463,13007,TssC,reverse,-1
1692,GCF_002906435.1_ASM290643v1_genomic_operon_1,13050,13547,TssB,reverse,-1
1693,GCF_002935055.1_ASM293505v1_genomic_operon_1,376,807,X-unknown,reverse,-1
1694,GCF_002935055.1_ASM293505v1_genomic_operon_1,866,1333,X-unknown,reverse,-1
1695,GCF_002935055.1_ASM293505v1_genomic_operon_1,1397,1636,X-unknown,forward,1
1696,GCF_002935055.1_ASM293505v1_genomic_operon_1,1726,3030,X-unknown,reverse,-1
1697,GCF_002935055.1_ASM293505v1_genomic_operon_1,4279,6201,X-unknown,reverse,-1
1698,GCF_002935055.1_ASM293505v1_genomic_operon_1,6401,6664,X-unknown,forward,1
1699,GCF_002935055.1_ASM293505v1_genomic_operon_1,6691,7521,X-unknown,forward,1
1700,GCF_002935055.1_ASM293505v1_genomic_operon_1,7896,9005,X-unknown,reverse,-1
1701,GCF_002935055.1_ASM293505v1_genomic_operon_1,9789,10004,X-unknown,reverse,-1
1702,GCF_002935055.1_ASM293505v1_genomic_operon_1,10001,10645,ssp6,reverse,-1
1703,GCF_002935055.1_ASM293505v1_genomic_operon_1,10827,12419,X-unknown,forward,1
1704,GCF_002935055.1_ASM293505v1_genomic_operon_1,12471,13226,X-unknown,reverse,-1
1705,GCF_002935055.1_ASM293505v1_genomic_operon_1,13229,14467,X-unknown,reverse,-1
1706,GCF_002935055.1_ASM293505v1_genomic_operon_1,14625,15161,X-unknown,forward,1
1707,GCF_002935055.1_ASM293505v1_genomic_operon_1,15519,16475,X-unknown,forward,1
1708,GCF_002935055.1_ASM293505v1_genomic_operon_1,16495,18369,X-unknown,forward,1
1709,GCF_002935055.1_ASM293505v1_genomic_operon_1,18393,19928,X-unknown,forward,1
1710,GCF_002935055.1_ASM293505v1_genomic_operon_2,323,1078,X-unknown,reverse,-1
1711,GCF_002935055.1_ASM293505v1_genomic_operon_2,1071,2030,X-unknown,reverse,-1
1712,GCF_002935055.1_ASM293505v1_genomic_operon_2,2215,2598,X-unknown,reverse,-1
1713,GCF_002935055.1_ASM293505v1_genomic_operon_2,2945,3628,X-unknown,forward,1
1714,GCF_002935055.1_ASM293505v1_genomic_operon_2,3685,4269,X-unknown,reverse,-1
1715,GCF_002935055.1_ASM293505v1_genomic_operon_2,4395,5273,X-unknown,forward,1
1716,GCF_002935055.1_ASM293505v1_genomic_operon_2,5360,7021,X-unknown,forward,1
1717,GCF_002935055.1_ASM293505v1_genomic_operon_2,7262,7600,X-unknown,forward,1
1718,GCF_002935055.1_ASM293505v1_genomic_operon_2,7718,8002,X-unknown,reverse,-1
1719,GCF_002935055.1_ASM293505v1_genomic_operon_2,7995,8429,X-unknown,reverse,-1
1720,GCF_002935055.1_ASM293505v1_genomic_operon_2,8591,9073,X-unknown,forward,1
1721,GCF_002935055.1_ASM293505v1_genomic_operon_2,9999,10646,ssp6,reverse,-1
1722,GCF_002935055.1_ASM293505v1_genomic_operon_2,11163,12824,X-unknown,reverse,-1
1723,GCF_002935055.1_ASM293505v1_genomic_operon_2,12896,13312,X-unknown,reverse,-1
1724,GCF_002935055.1_ASM293505v1_genomic_operon_2,13430,13882,X-unknown,reverse,-1
1725,GCF_002935055.1_ASM293505v1_genomic_operon_2,13983,14717,X-unknown,forward,1
1726,GCF_002935055.1_ASM293505v1_genomic_operon_2,14791,15288,X-unknown,reverse,-1
1727,GCF_002935055.1_ASM293505v1_genomic_operon_2,15383,16300,X-unknown,forward,1
1728,GCF_002935055.1_ASM293505v1_genomic_operon_2,16295,16810,X-unknown,reverse,-1
1729,GCF_002935055.1_ASM293505v1_genomic_operon_2,16931,17113,X-unknown,forward,1
1730,GCF_002935055.1_ASM293505v1_genomic_operon_2,17146,17424,X-unknown,reverse,-1
1731,GCF_002935055.1_ASM293505v1_genomic_operon_2,17426,17656,X-unknown,reverse,-1
1732,GCF_002935055.1_ASM293505v1_genomic_operon_2,17849,18262,X-unknown,forward,1
1733,GCF_002935055.1_ASM293505v1_genomic_operon_2,18313,18885,X-unknown,reverse,-1
1734,GCF_002935055.1_ASM293505v1_genomic_operon_2,19070,19405,X-unknown,forward,1
1735,GCF_002935055.1_ASM293505v1_genomic_operon_2,19473,19919,X-unknown,forward,1
1736,GCF_002935055.1_ASM293505v1_genomic_operon_2,19946,20284,X-unknown,reverse,-1
1737,GCF_002952735.1_ASM295273v1_genomic_operon_1,798,1205,X-unknown,forward,1
1738,GCF_002952735.1_ASM295273v1_genomic_operon_1,1202,2821,X-unknown,forward,1
1739,GCF_002952735.1_ASM295273v1_genomic_operon_1,2852,3673,X-unknown,forward,1
1740,GCF_002952735.1_ASM295273v1_genomic_operon_1,3636,5057,X-unknown,reverse,-1
1741,GCF_002952735.1_ASM295273v1_genomic_operon_1,5108,6196,X-unknown,reverse,-1
1742,GCF_002952735.1_ASM295273v1_genomic_operon_1,6382,7389,X-unknown,forward,1
1743,GCF_002952735.1_ASM295273v1_genomic_operon_1,7375,7800,X-unknown,reverse,-1
1744,GCF_002952735.1_ASM295273v1_genomic_operon_1,8000,9004,X-unknown,forward,1
1745,GCF_002952735.1_ASM295273v1_genomic_operon_1,9177,9860,ssp6,forward,1
1746,GCF_002952735.1_ASM295273v1_genomic_operon_1,9853,10200,X-unknown,forward,1
1747,GCF_002952735.1_ASM295273v1_genomic_operon_1,10203,10682,TssD,forward,1
1748,GCF_002952735.1_ASM295273v1_genomic_operon_1,10798,11169,X-unknown,forward,1
1749,GCF_002952735.1_ASM295273v1_genomic_operon_1,11244,11717,X-unknown,reverse,-1
1750,GCF_002952735.1_ASM295273v1_genomic_operon_1,11976,12887,X-unknown,forward,1
1751,GCF_002952735.1_ASM295273v1_genomic_operon_1,13217,13399,X-unknown,reverse,-1
1752,GCF_002952735.1_ASM295273v1_genomic_operon_1,13780,14040,X-unknown,forward,1
1753,GCF_002952735.1_ASM295273v1_genomic_operon_1,14040,15251,X-unknown,forward,1
1754,GCF_002952735.1_ASM295273v1_genomic_operon_1,15268,16398,X-unknown,forward,1
1755,GCF_002952735.1_ASM295273v1_genomic_operon_1,17334,17921,X-unknown,forward,1
1756,GCF_002952735.1_ASM295273v1_genomic_operon_1,17918,18865,X-unknown,forward,1
1757,GCF_002952735.1_ASM295273v1_genomic_operon_1,18930,19601,X-unknown,reverse,-1
1758,GCF_003006175.1_ASM300617v1_genomic_operon_1,5004,5285,X-unknown,forward,1
1759,GCF_003006175.1_ASM300617v1_genomic_operon_1,5426,5935,X-unknown,forward,1
1760,GCF_003006175.1_ASM300617v1_genomic_operon_1,6534,7418,X-unknown,reverse,-1
1761,GCF_003006175.1_ASM300617v1_genomic_operon_1,7643,8101,X-unknown,reverse,-1
1762,GCF_003006175.1_ASM300617v1_genomic_operon_1,8101,8367,X-unknown,reverse,-1
1763,GCF_003006175.1_ASM300617v1_genomic_operon_1,8330,9568,X-unknown,reverse,-1
1764,GCF_003006175.1_ASM300617v1_genomic_operon_1,9748,10011,X-unknown,reverse,-1
1765,GCF_003006175.1_ASM300617v1_genomic_operon_1,10001,11128,PAAR_motif,reverse,-1
1766,GCF_003006175.1_ASM300617v1_genomic_operon_1,11253,11375,X-unknown,forward,1
1767,GCF_003006175.1_ASM300617v1_genomic_operon_1,11558,11671,X-unknown,reverse,-1
1768,GCF_003006175.1_ASM300617v1_genomic_operon_1,11782,12066,X-unknown,forward,1
1769,GCF_003006175.1_ASM300617v1_genomic_operon_1,12143,12892,X-unknown,forward,1
1770,GCF_003006175.1_ASM300617v1_genomic_operon_1,13427,13906,TssD,reverse,-1
