File,Strain name,Assembly,Locus,BioSample,BioProject,Source,Host,Strain,Location,Collection Date,Submission Date,Species,Short species,Assembly Method,Genome Representation, Genome Coverage,Sequencing Technology,Assembly Length,Number of contigs,Largest contig,Published,Journal,Authors,Title
GCF_000231905.1_ASM23190v1_genomic.gbff,ASM23190v1,GCF_000231905.1,NC_017621,SAMN02603322,PRJNA224116,None,None,D12,None,None,08-Apr-11,Streptococcus suis D12,Streptococcus suis,None,None,None,None,2183059,1,2183059,Yes,BMC Genomics 12; 523 (2011),Zhang;A.; Yang;M.; Hu;P.; Wu;J.; Chen;B.; Hua;Y.; Yu;J.; Chen;H.; Xiao;J. and Jin;M.,Comparative genomic analysis of Streptococcus suis reveals significant genomic diversity among different serotypes
GCF_000231865.1_ASM23186v1_genomic.gbff,ASM23186v1,GCF_000231865.1,NC_017619,SAMN02603320,PRJNA224116,None,None,SS12,None,None,07-Apr-11,Streptococcus suis SS12,Streptococcus suis,None,None,None,None,2096866,1,2096866,Yes,BMC Genomics 12; 523 (2011),Zhang;A.; Yang;M.; Hu;P.; Wu;J.; Chen;B.; Hua;Y.; Yu;J.; Chen;H.; Xiao;J. and Jin;M.,Comparative genomic analysis of Streptococcus suis reveals significant genomic diversity among different serotypes
GCF_000179395.2_ASM17939v2_genomic.gbff,ASM17939v2,GCF_000179395.2,NC_015859,SAMN02603088,PRJNA224116,None,None,DSM 44702,None,None,12-Jul-11,Corynebacterium variabile DSM 44702,Corynebacterium variabile,None,None,None,None,3433007,1,3433007,Yes,BMC Genomics 12; 545 (2011),Schroeder;J.; Maus;I.; Trost;E. and Tauch;A.,Complete genome sequence of Corynebacterium variabile DSM 44702 isolated from the surface of smear-ripened cheeses and insights into cheese ripening and flavor generation
GCF_000187005.1_ASM18700v1_genomic.gbff,ASM18700v1,GCF_000187005.1,NC_014974,SAMN02603261,PRJNA224116,None,None,SA-01,None,None,02-Mar-10,Thermus scotoductus SA-01,Thermus scotoductus,None,None,None,None,2355186,2,2346803,Yes,BMC Genomics 12; 577 (2011),Gounder;K.; Brzuszkiewicz;E.; Liesegang;H.; Wollherr;A.; Daniel;R.; Gottschalk;G.; Reva;O.; Kumwenda;B.; Srivastava;M.; Bricio;C.; Berenguer;J.; van Heerden;E. and Litthauer;D.,Sequence of the hyperplastic genome of the naturally competent Thermus scotoductus SA-01
GCF_000184185.1_ASM18418v1_genomic.gbff,ASM18418v1,GCF_000184185.1,NC_017635,SAMN02602978,PRJNA224116,None,None,W,None,None,20-Aug-10,Escherichia coli W,Escherichia coli,None,None,None,None,5008864,3,4900968,Yes,BMC Genomics 12; 9 (2011),Archer;C.T.; Kim;J.F.; Jeong;H.; Park;J.H.; Vickers;C.E.; Lee;S.Y. and Nielsen;L.K.,The genome sequence of E. coli W (ATCC 9637): comparative genome analysis and an improved genome-scale reconstruction of E. coli
GCF_000191905.1_ASM19190v1_genomic.gbff,ASM19190v1,GCF_000191905.1,NC_017295,SAMN02603410,PRJNA224116,None,None,EA 2018,China,None,20-Jul-10,Clostridium acetobutylicum EA 2018,Clostridium acetobutylicum,None,None,None,None,4132226,2,3940230,Yes,BMC Genomics 12; 93 (2011),Hu;S.; Zheng;H.; Gu;Y.; Zhao;J.; Zhang;W.; Yang;Y.; Wang;S.; Zhao;G.; Yang;S. and Jiang;W.,Comparative genomic and transcriptomic analysis revealed genetic characteristics related to solvent formation and xylose utilization in Clostridium acetobutylicum EA 2018
GCF_000146165.2_ASM14616v2_genomic.gbff,ASM14616v2,GCF_000146165.2,NC_004347,None,PRJNA57949,None,None,MR-1,None,None,14-Nov-12,Shewanella oneidensis MR-1,Shewanella oneidensis,None,None,None,None,5131424,2,4969811,Yes,BMC Genomics 12 (SUPPL 1); S1 (2011),Romine;M.F.,Genome-wide protein localization prediction strategies for gram negative bacteria
GCF_000016965.1_ASM1696v1_genomic.gbff,ASM1696v1,GCF_000016965.1,NC_009617,SAMN02598276,PRJNA224116,None,None,NCIMB 8052,None,None,06-Jun-07,Clostridium beijerinckii NCIMB 8052,Clostridium beijerinckii,None,None,None,None,6000632,1,6000632,Yes,BMC Genomics 13; 102 (2012),Wang;Y.; Li;X.; Mao;Y. and Blaschek;H.P.,Genome-wide dynamic transcriptional profiling in Clostridium beijerinckii NCIMB 8052 using single-nucleotide resolution RNA-Seq
GCF_000318015.1_ASM31801v1_genomic.gbff,ASM31801v1,GCF_000318015.1,NC_019382,None,PRJNA178913,None,None,253,None,None,03-Nov-12,Bordetella bronchiseptica 253,Bordetella bronchiseptica,None,None,None,None,5264383,1,5264383,Yes,BMC Genomics 13 (1); 545 (2012),Park;J.; Zhang;Y.; Buboltz;A.M.; Zhang;X.; Schuster;S.C.; Ahuja;U.; Liu;M.; Miller;J.F.; Sebaihia;M.; Bentley;S.D.; Parkhill;J. and Harvill;E.T.,Comparative genomics of the classical Bordetella subspecies: the evolution and exchange of virulence-associated diversity amongst closely related pathogens
GCF_000240905.2_ASM24090v3_genomic.gbff,ASM24090v3,GCF_000240905.2,NZ_CP019186,SAMN00754430,PRJNA224116,None,None,ATCC 10729,None,None,03-Jan-17,Salmonella enterica subsp. enterica serovar Pomona str. ATCC 10729,Salmonella enterica,Method :: HGAP v. v. 3.0,None,Coverage :: 300,Technology :: PacBio,4678025,3,4482117,Yes,BMC Genomics 13; 32 (2012),Allard;M.W.; Luo;Y.; Strain;E.; Li;C.; Keys;C.E.; Son;I.; Stones;R.; Musser;S.M. and Brown;E.W.,High resolution clustering of Salmonella enterica serovar Montevideo strains using a next-generation sequencing approach
GCF_000245355.1_ASM24535v1_genomic.gbff,ASM24535v1,GCF_000245355.1,NC_017765,SAMN02603880,PRJNA224116,None,None,5008,None,None,20-Jan-12,Streptomyces hygroscopicus subsp. jinggangensis 5008,Streptomyces hygroscopicus,None,None,None,None,10383684,3,10145833,Yes,BMC Genomics 13; 337 (2012),Wu;H.; Qu;S.; Lu;C.; Zheng;H.; Zhou;X.; Bai;L. and Deng;Z.,Genomic and transcriptomic insights into the thermo-regulated biosynthesis of validamycin in Streptomyces hygroscopicus 5008
GCF_000307185.1_ASM30718v1_genomic.gbff,ASM30718v1,GCF_000307185.1,NC_018712,SAMD00060962,PRJNA224116,None,None,RE378,None,None,28-Mar-09,Streptococcus dysgalactiae subsp. equisimilis RE378,Streptococcus dysgalactiae,None,None,None,None,2151145,1,2151145,Yes,BMC Genomics 13; 404 (2012),Okumura;K.; Shimomura;Y.; Murayama;S.Y.; Yagi;J.; Ubukata;K.; Kirikae;T. and Miyoshi-Akiyama;T.,Evolutionary paths of streptococcal and staphylococcal superantigens
GCF_000296575.1_ASM29657v1_genomic.gbff,ASM29657v1,GCF_000296575.1,NC_018607,SAMN02602981,PRJNA224116,None,None,B2904,None,None,11-Apr-12,Brachyspira pilosicoli B2904,Brachyspira pilosicoli,None,None,None,None,2765477,1,2765477,Yes,BMC Genomics 13; 454 (2012),Mappley;L.J.; Black;M.L.; Abuoun;M.; Darby;A.C.; Woodward;M.J.; Parkhill;J.; Turner;A.K.; Bellgard;M.I.; La;T.; Phillips;N.D.; La Ragione;R.M. and Hampson;D.J.,Comparative genomics of Brachyspira pilosicoli strains: genome rearrangements; reductions and correlation of genetic compliment with phenotypic diversity
GCF_000328705.1_ASM32870v1_genomic.gbff,ASM32870v1,GCF_000328705.1,NC_019673,SAMEA2272236,PRJNA224116,None,None,type strain: DSM 44229,None,None,18-Apr-12,Saccharothrix espanaensis DSM 44229,Saccharothrix espanaensis,None,None,None,None,9360653,1,9360653,Yes,BMC Genomics 13; 465 (2012),Strobel;T.; Al-Dilaimi;A.; Blom;J.; Gessner;A.; Kalinowski;J.; Luzhetska;M.; Puhler;A.; Szczepanowski;R.; Bechthold;A. and Ruckert;C.,Complete genome sequence of Saccharothrix espanaensis DSM 44229(T) and comparison to the other completely sequenced Pseudonocardiaceae
GCF_000210155.1_ASM21015v1_genomic.gbff,ASM21015v1,GCF_000210155.1,NC_017454,SAMN02604215,PRJNA224116,None,None,KN400,None,None,04-Oct-12,Geobacter sulfurreducens KN400,Geobacter sulfurreducens,None,None,None,None,3714272,1,3714272,Yes,BMC Genomics 13; 471 (2012),Butler;J.E.; Young;N.D.; Aklujkar;M. and Lovley;D.R.,Comparative genomic analysis of Geobacter sulfurreducens KN400; a strain with enhanced capacity for extracellular electron transfer and electricity production
GCF_000309565.2_ASM30956v2_genomic.gbff,ASM30956v2,GCF_000309565.2,NZ_CP006690,SAMN02472008,PRJNA224116,corn silage,None,12A,USA: Wisconsin,None,19-Aug-13,Lactobacillus casei 12A,Lactobacillus casei,Method :: SeqMan NGen v. 2,None,Coverage :: 455X,Technology :: 454 FLX-Titanium and single-end illumina,2907892,1,2907892,Yes,BMC Genomics 13; 533 (2012),Broadbent;J.R.; Neeno-Eckwall;E.C.; Stahl;B.; Tandee;K.; Cai;H.; Morovic;W.; Horvath;P.; Heidenreich;J.; Perna;N.T.; Barrangou;R. and Steele;J.L.,Analysis of the Lactobacillus casei supragenome and its influence in species evolution and lifestyle adaptation
GCF_000294695.2_ASM29469v2_genomic.gbff,ASM29469v2,GCF_000294695.2,NC_018531,SAMN02603270,PRJNA224116,None,None,Rue61a,None,None,06-Dec-11,Arthrobacter sp. Rue61a,Arthrobacter sp.,None,None,None,None,5081038,3,4736495,Yes,BMC Genomics 13; 534 (2012),Niewerth;H.; Schuldes;J.; Parschat;K.; Kiefer;P.; Vorholt;J.A.; Daniel;R. and Fetzner;S.,Complete genome sequence and metabolic potential of the quinaldine-degrading bacterium Arthrobacter sp. Rue61a
GCF_000306945.1_ASM30694v1_genomic.gbff,ASM30694v1,GCF_000306945.1,NC_018518,SAMEA2272749,PRJNA224116,None,None,18323,None,None,20-Jul-12,Bordetella pertussis 18323,Bordetella pertussis,None,None,None,None,4043846,1,4043846,Yes,BMC Genomics 13; 545 (2012),Park;J.; Zhang;Y.; Buboltz;A.M.; Zhang;X.; Schuster;S.C.; Ahuja;U.; Liu;M.; Miller;J.F.; Sebaihia;M.; Bentley;S.D.; Parkhill;J. and Harvill;E.T.,Comparative genomics of the classical Bordetella subspecies: the evolution and exchange of virulence-associated diversity amongst closely related pathogens
GCF_000317955.1_ASM31795v1_genomic.gbff,ASM31795v1,GCF_000317955.1,NC_018829,SAMEA2272800,PRJNA224116,None,None,MO149,None,None,20-Jul-12,Bordetella bronchiseptica MO149,Bordetella bronchiseptica,None,None,None,None,5091817,1,5091817,Yes,BMC Genomics 13; 545 (2012),Park;J.; Zhang;Y.; Buboltz;A.M.; Zhang;X.; Schuster;S.C.; Ahuja;U.; Liu;M.; Miller;J.F.; Sebaihia;M.; Bentley;S.D.; Parkhill;J. and Harvill;E.T.,Comparative genomics of the classical Bordetella subspecies: the evolution and exchange of virulence-associated diversity amongst closely related pathogens
GCF_000310065.1_ASM31006v1_genomic.gbff,ASM31006v1,GCF_000310065.1,NC_019395,SAMN02603885,PRJNA224116,None,None,ATCC 4875,None,None,09-Apr-12,Acidipropionibacterium acidipropionici ATCC 4875,Acidipropionibacterium acidipropionici,Method :: Velvet v. 0.11,None,None,Technology :: 454; Illumina,3656170,1,3656170,Yes,BMC Genomics 13; 562 (2012),Parizzi;L.P.; Grassi;M.C.; Llerena;L.A.; Carazzolle;M.F.; Queiroz;V.L.; Lunardi;I.; Zeidler;A.F.; Teixeira;P.J.; Mieczkowski;P.; Rincones;J. and Pereira;G.A.,The genome sequence of Propionibacterium acidipropionici provides insights into its biotechnological and industrial potential
GCF_000312705.1_ASM31270v1_genomic.gbff,ASM31270v1,GCF_000312705.1,NC_019427,SAMN02604187,PRJNA224116,None,None,90,Finland: Lake Vesijarvi,None,29-Dec-11,Anabaena sp. 90,Anabaena sp.,None,None,None,None,5305675,5,4329264,Yes,BMC Genomics 13; 613 (2012),Wang;H.; Sivonen;K.; Rouhiainen;L.; Fewer;D.P.; Lyra;C.; Rantala-Ylinen;A.; Vestola;J.; Jokela;J.; Rantasarkka;K.; Li;Z. and Liu;B.,Genome-derived insights into the biology of the hepatotoxic bloom-forming cyanobacterium Anabaena sp. strain 90
GCF_000317895.1_ASM31789v1_genomic.gbff,ASM31789v1,GCF_000317895.1,NC_019567,SAMN02604232,PRJNA224116,None,None,Tiberius,None,None,22-Jul-11,Bdellovibrio bacteriovorus str. Tiberius,Bdellovibrio bacteriovorus,None,None,None,None,3988594,1,3988594,Yes,BMC Genomics 13; 670 (2012),Hobley;L.; Lerner;T.R.; Williams;L.E.; Lambert;C.; Till;R.; Milner;D.S.; Basford;S.M.; Capeness;M.J.; Fenton;A.K.; Atterbury;R.J.; Harris;M.A. and Sockett;R.E.,Genome analysis of a simultaneously predatory and prey-independent; novel Bdellovibrio bacteriovorus from the River Tiber; supports in silico predictions of both ancient and recent lateral gene transfer from diverse bacteria
GCF_000012885.1_ASM1288v1_genomic.gbff,ASM1288v1,GCF_000012885.1,NC_007498,SAMN02598295,PRJNA224116,None,None,DSM 2380,None,None,13-Sep-12,Pelobacter carbinolicus DSM 2380,Pelobacter carbinolicus,None,None,None,None,3665893,1,3665893,Yes,BMC Genomics 13; 690 (2012),Aklujkar;M.; Haveman;S.A.; Didonato;R. Jr.; Chertkov;O.; Han;C.S.; Land;M.L.; Brown;P. and Lovley;D.R.,The genome of Pelobacter carbinolicus reveals surprising metabolic capabilities and physiological features
GCF_000305935.1_ASM30593v1_genomic.gbff,ASM30593v1,GCF_000305935.1,NC_018870,SAMN02603274,PRJNA224116,None,None,DSM 12270,None,None,13-Jul-12,Thermacetogenium phaeum DSM 12270,Thermacetogenium phaeum,Method :: Newbler v. v2.6,None,None,Technology :: Sanger dideoxy sequencing; 454; Illumina,2939057,1,2939057,Yes,BMC Genomics 13; 723 (2012),Oehler;D.; Poehlein;A.; Leimbach;A.; Muller;N.; Daniel;R.; Gottschalk;G. and Schink;B.,Genome-guided analysis of physiological and morphological traits of the fermentative acetate oxidizer Thermacetogenium phaeum
GCF_000330885.1_ASM33088v1_genomic.gbff,ASM33088v1,GCF_000330885.1,NC_020059,SAMN02604105,PRJNA224116,Phaseolus vulgaris root nodule,None,CIAT 899,Colombia,None,28-Dec-12,Rhizobium tropici CIAT 899,Rhizobium tropici,None,None,None,None,6686334,4,3837060,Yes,BMC Genomics 13; 735 (2012),Ormeno-Orrillo;E.; Menna;P.; Almeida;L.G.; Ollero;F.J.; Nicolas;M.F.; Pains Rodrigues;E.; Shigueyoshi Nakatani;A.; Silva Batista;J.S.; Oliveira Chueire;L.M.; Souza;R.C.; Ribeiro Vasconcelos;A.T.; Megias;M.; Hungria;M. and Martinez-Romero;E.,Genomic basis of broad host range and environmental adaptability of Rhizobium tropici CIAT 899 and Rhizobium sp. PRF 81 which are used in inoculants for common bean (Phaseolus vulgaris L.)
GCF_000286435.2_ASM28643v2_genomic.gbff,ASM28643v2,GCF_000286435.2,NC_020418,SAMN02603113,PRJNA224116,blood sample from a cancer patient with gallbladder stone during postoperative care and,Homo sapiens,None,Taiwan,18-Mar-09,26-Feb-13,Morganella morganii subsp. morganii KT,Morganella morganii,Method :: ABySS v. 1.2.7 (assistant with scaffolder,None,Coverage :: 1;150X,Technology :: Illumina GA IIX (Solexa),3799539,1,3799539,Yes,BMC Genomics 13 (SUPPL 7); S4 (2012),Chen;Y.T.; Peng;H.L.; Shia;W.C.; Hsu;F.R.; Ken;C.F.; Tsao;Y.M.; Chen;C.H.; Liu;C.E.; Hsieh;M.F.; Chen;H.C.; Tang;C.Y. and Ku;T.H.,Whole-genome sequencing and identification of Morganella morganii KT pathogenicity-related genes
GCF_000973085.1_ASM97308v1_genomic.gbff,ASM97308v1,GCF_000973085.1,NZ_CP011280,SAMN03380727,PRJNA224116,amniotic fluid,Homo sapiens,SN35,USA,2010,16-Apr-15,Sneathia amnii,Sneathia amnii,Method :: Newbler v. 2.6,None,Coverage :: 200,Technology :: Sanger dideoxy sequencing; 454,1330224,1,1330224,Yes,BMC Genomics 13 (SUPPL 8); S4 (2012),Harwich;M.D. Jr.; Serrano;M.G.; Fettweis;J.M.; Alves;J.M.; Reimers;M.A.; Buck;G.A. and Jefferson;K.K. CONSRTM   Vaginal Microbiome Consortium (additional members),Genomic sequence analysis and characterization of Sneathia amnii sp. nov
GCF_000427215.1_ASM42721v1_genomic.gbff,ASM42721v1,GCF_000427215.1,NC_021831,SAMN02603242,PRJNA224116,None,None,7422,None,None,05-Sep-12,Mycoplasma hyopneumoniae 7422,Mycoplasma hyopneumoniae,None,None,None,None,898495,1,898495,Yes,BMC Genomics 14; 175 (2013),Siqueira;F.M.; Thompson;C.E.; Virginio;V.G.; Gonchoroski;T.; Reolon;L.; Almeida;L.G.; da Fonseca;M.M.; de Souza;R.; Prosdocimi;F.; Schrank;I.S.; Ferreira;H.B.; de Vasconcelos;A.T. and Zaha;A.,New insights on the biology of swine respiratory tract mycoplasmas from a comparative genome analysis
GCF_000400635.2_ASM40063v2_genomic.gbff,ASM40063v2,GCF_000400635.2,NC_021252,SAMN02603859,PRJNA224116,None,None,HCCB10007,None,None,22-Mar-12,Amycolatopsis keratiniphila,Amycolatopsis keratiniphila,Method :: Newbler v. v2.5,None,None,Technology :: Sanger dideoxy sequencing; 454; Illumina,8982090,2,8948591,Yes,BMC Genomics 14; 289 (2013),Tang;B.; Wang;Q.; Yang;M.; Xie;F.; Zhu;Y.; Zhuo;Y.; Wang;S.; Gao;H.; Ding;X.; Zhang;L.; Zhao;G. and Zheng;H.,ContigScape: a Cytoscape plugin facilitating microbial genome gap closing
GCF_000400615.1_ASM40061v1_genomic.gbff,ASM40061v1,GCF_000400615.1,NC_021251,SAMN02603646,PRJNA224116,None,None,CCDC5079,None,None,24-May-11,Mycobacterium tuberculosis CCDC5079,Mycobacterium tuberculosis,None,None,None,None,4414325,1,4414325,Yes,BMC Genomics 14; 289 (2013),Tang;B.; Wang;Q.; Yang;M.; Xie;F.; Zhu;Y.; Zhuo;Y.; Wang;S.; Gao;H.; Ding;X.; Zhang;L.; Zhao;G. and Zheng;H.,ContigScape: a Cytoscape plugin facilitating microbial genome gap closing
GCF_000307125.1_ASM30712v1_genomic.gbff,ASM30712v1,GCF_000307125.1,NC_018648,SAMEA2272780,PRJNA224116,None,None,B str. Eklund 17B(NRP),None,None,26-Nov-10,Clostridium botulinum B str. Eklund 17B (NRP),Clostridium botulinum,None,None,None,None,3829198,2,3781509,Yes,BMC Genomics 14; 333 (2013),Stringer;S.C.; Carter;A.T.; Webb;M.D.; Wachnicka;E.; Crossman;L.C.; Sebaihia;M. and Peck;M.W.,Genomic and physiological variability within Group II (non-proteolytic) Clostridium botulinum
GCF_000197755.2_ASM19775v2_genomic.gbff,ASM19775v2,GCF_000197755.2,NC_018587,SAMEA2271969,PRJNA224116,None,None,SLCC2755,None,None,01-Dec-10,Listeria monocytogenes SLCC2755,Listeria monocytogenes,None,None,None,None,3023926,2,2966146,Yes,BMC Genomics 14; 47 (2013),Kuenne;C.; Billion;A.; Mraheil;M.A.; Strittmatter;A.; Daniel;R.; Goesmann;A.; Barbuddhe;S.; Hain;T. and Chakraborty;T.,Reassessment of the Listeria monocytogenes pan-genome reveals dynamic integration hotspots and mobile genetic elements as major components of the accessory genome
GCF_000307065.1_ASM30706v1_genomic.gbff,ASM30706v1,GCF_000307065.1,NC_018590,SAMEA2272177,PRJNA224116,None,None,SLCC2376,None,None,01-Dec-10,Listeria monocytogenes SLCC2376,Listeria monocytogenes,None,None,None,None,2840185,1,2840185,Yes,BMC Genomics 14; 47 (2013),Kuenne;C.; Billion;A.; Mraheil;M.A.; Strittmatter;A.; Daniel;R.; Goesmann;A.; Barbuddhe;S.; Hain;T. and Chakraborty;T.,Reassessment of the Listeria monocytogenes pan-genome reveals dynamic integration hotspots and mobile genetic elements as major components of the accessory genome
GCF_000307085.1_ASM30708v1_genomic.gbff,ASM30708v1,GCF_000307085.1,NC_018642,SAMEA2272305,PRJNA224116,None,None,L312,None,None,01-Dec-10,Listeria monocytogenes L312,Listeria monocytogenes,None,None,None,None,2912346,1,2912346,Yes,BMC Genomics 14; 47 (2013),Kuenne;C.; Billion;A.; Mraheil;M.A.; Strittmatter;A.; Daniel;R.; Goesmann;A.; Barbuddhe;S.; Hain;T. and Chakraborty;T.,Reassessment of the Listeria monocytogenes pan-genome reveals dynamic integration hotspots and mobile genetic elements as major components of the accessory genome
GCF_000209755.1_ASM20975v1_genomic.gbff,ASM20975v1,GCF_000209755.1,NC_017529,SAMEA2272406,PRJNA224116,None,None,L99,None,None,22-Sep-08,Listeria monocytogenes L99,Listeria monocytogenes,None,None,None,None,2979198,1,2979198,Yes,BMC Genomics 14; 47 (2013),Kuenne;C.; Billion;A.; Mraheil;M.A.; Strittmatter;A.; Daniel;R.; Goesmann;A.; Barbuddhe;S.; Hain;T. and Chakraborty;T.,Reassessment of the Listeria monocytogenes pan-genome reveals dynamic integration hotspots and mobile genetic elements as major components of the accessory genome
GCF_000306985.1_ASM30698v1_genomic.gbff,ASM30698v1,GCF_000306985.1,NC_018593,SAMEA2272571,PRJNA224116,None,None,SLCC7179,None,None,01-Dec-10,Listeria monocytogenes SLCC7179,Listeria monocytogenes,None,None,None,None,2882234,1,2882234,Yes,BMC Genomics 14; 47 (2013),Kuenne;C.; Billion;A.; Mraheil;M.A.; Strittmatter;A.; Daniel;R.; Goesmann;A.; Barbuddhe;S.; Hain;T. and Chakraborty;T.,Reassessment of the Listeria monocytogenes pan-genome reveals dynamic integration hotspots and mobile genetic elements as major components of the accessory genome
GCF_000210815.2_ASM21081v2_genomic.gbff,ASM21081v2,GCF_000210815.2,NC_018588,SAMEA2272627,PRJNA224116,None,None,SLCC2372,None,None,01-Dec-10,Listeria monocytogenes SLCC2372,Listeria monocytogenes,None,None,None,None,3022910,2,2972810,Yes,BMC Genomics 14; 47 (2013),Kuenne;C.; Billion;A.; Mraheil;M.A.; Strittmatter;A.; Daniel;R.; Goesmann;A.; Barbuddhe;S.; Hain;T. and Chakraborty;T.,Reassessment of the Listeria monocytogenes pan-genome reveals dynamic integration hotspots and mobile genetic elements as major components of the accessory genome
GCF_000307025.1_ASM30702v1_genomic.gbff,ASM30702v1,GCF_000307025.1,NC_018584,SAMEA2271997,PRJNA224116,None,None,ATCC 19117,None,None,01-Dec-10,Listeria monocytogenes ATCC 19117,Listeria monocytogenes,None,None,None,None,2951805,1,2951805,Yes,BMC Genomics 14; 47 (2013),Kuenne;C.; Billion;A.; Mraheil;M.A.; Strittmatter;A.; Daniel;R.; Goesmann;A.; Barbuddhe;S.; Hain;T. and Chakraborty;T.,Reassessment of the Listeria monocytogenes pan-genome reveals dynamic integration hotspots and mobile genetic elements as major components of the accessory genome
GCF_000307005.1_ASM30700v1_genomic.gbff,ASM30700v1,GCF_000307005.1,NC_018589,SAMEA2272506,PRJNA224116,None,None,SLCC2479,None,None,01-Dec-10,Listeria monocytogenes SLCC2479,Listeria monocytogenes,None,None,None,None,2972172,1,2972172,Yes,BMC Genomics 14; 47 (2013),Kuenne;C.; Billion;A.; Mraheil;M.A.; Strittmatter;A.; Daniel;R.; Goesmann;A.; Barbuddhe;S.; Hain;T. and Chakraborty;T.,Reassessment of the Listeria monocytogenes pan-genome reveals dynamic integration hotspots and mobile genetic elements as major components of the accessory genome
GCF_000306905.1_ASM30690v1_genomic.gbff,ASM30690v1,GCF_000306905.1,NC_018586,SAMEA2272785,PRJNA224116,None,None,SLCC2540,None,None,01-Dec-10,Listeria monocytogenes SLCC2540,Listeria monocytogenes,None,None,None,None,2976958,1,2976958,Yes,BMC Genomics 14; 47 (2013),Kuenne;C.; Billion;A.; Mraheil;M.A.; Strittmatter;A.; Daniel;R.; Goesmann;A.; Barbuddhe;S.; Hain;T. and Chakraborty;T.,Reassessment of the Listeria monocytogenes pan-genome reveals dynamic integration hotspots and mobile genetic elements as major components of the accessory genome
